District,Nitrogen___High,Nitrogen_Medium,Nitrogen_Low,Phosphorous_High,Phosphorous_Medium,Phosphorous_Low,Potassium_High,Potassium_Medium,Potassium_Low,OC_High,OC_Medium,OC_Low,EC_Saline,EC__Non_Saline,pH_Acidic,pH_Neutral,pH_Alkaline,Recommended_Crop,Latitude,Longitude
GAYA,1.84343742813062,0.679461015175716,0.414299985718379,0.27412447132798,0.539101695920555,0.687502628151716,0.709824219282877,0.390230293372387,0.926035238496763,0.822185184704161,0.72728452093522,0.15664481140481,0.945143539438037,0.278161945819741,0.85269086413595,0.326685444826109,1.03100849791164,Millet,24.7969,85.0002
NALANDA,1.84343742813062,0.880875276964015,0.111536695897695,0.475527519930005,-0.0377261948201084,0.311377678332601,0.406210144756878,0.701706202222605,0.97354106144642,0.800149137804331,0.773757534106037,0.720066507641782,1.09757442260859,0.5133439067426,1.15386805048988,0.654549637834083,0.942645565958675,Rice,25.2,85.5167
RAIPUR,1.96887247064725,0.848353499754351,0.33364405970177,0.750323723880213,0.555680895656742,0.498598009615748,0.666887824481617,0.397727157763706,0.770790734041251,0.989995558946004,0.691946500013517,0.253931653889545,1.0042643462222,0.559248627201179,0.85269086413595,0.718185493706646,1.20864393421573,Millet,21.2514,81.6296
BILASPUR,1.84343742813062,0.980028760075397,0.503617222318736,0.604139788170116,0.447700001960029,0.929906725691792,0.614142060767346,0.950252438846746,0.814407848013707,1.05654311483578,0.713378069845958,0.420073819120189,1.24939600481659,0.377060165257418,1.39529766300388,0.552311100024679,1.20864393421573,Rice,22.0797,82.1391
DURG,-0.533231070452163,1.09889413840141,0.75421782928074,0.595052780508713,0.707177729663962,0.522778915014705,0.899881900352112,0.486377580663167,0.909108035211065,0.881281689713305,0.684642967436173,0.607087668294013,1.24939600481659,0.50865538926226,1.15386805048988,0.116621564909484,0.942645565958675,Rice,21.1905,81.2849
DADRA AND NAGAR HAVELI ,1.84343742813062,0.87035184456808,0.691302486582527,0.212520408296362,0.734812450677451,0.447063081624834,0.9521798204327,0.462442594791744,0.834859700342314,1.00946396507806,0.527372156713684,0.709073076547789,1.19840541972243,0.377060165257418,0.978519866060535,0.462118487007143,1.20864393421573,Millet,20.2704,73.0083
DAMAN,1.84343742813062,0.555737452424675,0.501039763487892,0.496948620472523,0.378502393002399,0.473390882543037,0.829848419654961,0.503088158189662,0.834859700342314,1.07263932727247,0.786454301120472,0.0750967749007373,1.32761311106132,0.415841318330988,1.35965397497241,0.520740252174507,1.03100849791164,Rice,20.4143,72.8328
DIU,-0.533231070452163,0.938317675782204,0.14789761222504,0.799931831521731,0.312047643214886,0.705260142679108,0.704638658689867,0.427082707070668,0.97354106144642,1.0619943627943,0.589890409876898,0.315820263689161,1.13531246295751,0.538807692068568,1.27257864392301,0.334814356818664,0.942645565958675,Rice,20.4143,72.8328
NORTH GOA,1.84343742813062,0.799995904010244,0.623910324990026,0.793051455975286,0.587979207731686,0.911402526354965,0.968578462770045,0.617994658285413,0.814407848013707,0.915898764712355,-0.529424956080109,0.791201012279637,1.24939600481659,0.303722001643642,1.2182784655446,0.410419389064592,1.159783431196,Millet,15.6,73.8
BAGA,-0.533231070452163,0.901052766641254,0.752251309579668,0.720349781482634,0.113191578785926,0.610760288628491,0.749626416485946,0.696350614230919,1.03037645905488,0.738540429337206,0.798911645163559,0.0635557447874695,1.27148516089381,0.480129400233222,1.35965397497241,0.44514844168325,0.0370329773491838,Rice,15.575,73.754
ANJUNA,1.84343742813062,0.744466233119846,0.197592604027563,0.453411177101756,0.491027513260063,0.747512939909411,0.804385094514745,0.290504007975889,0.579075923396579,1.0030958792893,0.792712305663684,0.267582752555882,1.35854181429085,0.701604849673045,1.2182784655446,0.304703360687293,1.20864393421573,Millet,15.5833,73.7333
AHAMDABAD,-0.533231070452163,0.713332933266472,0.577684466837246,0.793051455975286,-0.0310849597164894,0.982343023435293,0.777687665742856,0.311412310564756,0.74746485699758,0.996607849106948,0.185798974419842,0.600914317192151,1.32761311106132,0.754718272982677,1.2182784655446,0.437796609831802,0.942645565958675,Rice,23.0258,72.5873
SURAT,-0.533231070452163,0.910736019830714,0.744344967524042,0.764851328064947,0.337569290224867,0.156605650639959,0.327997380771167,0.393986858457237,0.670204172351569,1.0030958792893,0.817168968823394,0.559758688485082,1.27148516089381,0.172610834495808,1.27257864392301,0.379763527342328,1.10166593502118,Rice,21.178,72.8119
RAJCOAT,-0.533231070452163,1.08172059947364,0.456032257959393,0.630711327923403,0.661261612123394,0.87265722703387,0.327997380771167,0.709683543995222,0.926035238496763,0.969366394006257,0.798911645163559,0.320072190013358,1.22516069437478,0.554735936401782,1.07580207242956,0.15582063106206,1.159783431196,Millet,22.3039,70.8022
GURUGRAM,1.84343742813062,1.05102709490357,0.827973822070484,0.356911306677489,0.597455523236484,0.892331736444784,0.739944124143408,0.371197695492706,1.09305347985571,0.996607849106948,0.545870230672667,0.604006081297172,1.13531246295751,0.64197424447817,1.15386805048988,0.235891186741233,1.20864393421573,Millet,28.4595,77.0266
FARIDABAD,1.84343742813062,1.01733129385285,0.436806657738511,0.547742908856539,0.525621007733797,0.730961300081378,0.638220875028078,0.269058048136309,0.670204172351569,0.862633545964977,0.614917083166528,0.0577202769717296,1.31037074283489,0.450897099136923,1.07580207242956,0.746918582445852,1.03100849791164,Millet,28.4112,77.3132
AMBALA,1.84343742813062,1.08172059947364,0.0777009548406877,0.799931831521731,0.522219801304657,0.787033492472632,0.368556032130457,0.690964686432829,0.85449906489746,0.890255262491896,0.116484483000542,0.813816949297871,1.24939600481659,0.392730564736138,1.31914887477116,0.205828889481618,1.25044539303051,Millet,30.3782,76.7767
THIRUBAMANTHAPURAN,1.84343742813062,0.799995904010244,0.533979415856159,0.356911306677489,0.307719350624236,0.678425337507807,0.955498205333946,0.215191531223862,0.641593207588279,0.842971005286663,0.662226146687877,0.640334717693753,1.27148516089381,0.448427848237932,1.27257864392301,0.563382396399779,1.159783431196,Rice,8.5241,76.9366
KOLLAM,1.84343742813062,1.01733129385285,0.59877419419551,0.757624425912942,0.458728354155366,0.534510833939611,0.6556022117975,0.41983617523378,0.814407848013707,1.1474054957782,0.508317356721713,0.619313763687419,1.09757442260859,0.366492092394322,1.07580207242956,0.727837335354063,1.25044539303051,Millet,8.8811,76.5847
KOTTYAM,-0.533231070452163,0.972069265279706,0.490654410681577,0.742947606932645,0.525621007733797,0.486128331639367,0.877505702394346,0.319631866563271,0.85449906489746,1.21845618630274,0.488669324798484,0.161795502419963,1.22516069437478,0.379686900310975,0.978519866060535,0.165386267846641,0.942645565958675,Millet,9.5916,76.5222
KARGIL,1.84343742813062,0.938317675782204,0.490654410681577,0.228474427981242,0.565488223726432,0.610760288628491,0.825685288061371,0.363464898401203,0.891572562615488,1.1474054957782,0.767316296984203,0.549995785616532,1.29172855698064,0.069372429353264,1.42697454650389,0.748810713771251,1.03100849791164,Rice,34.5577,76.1262
LADAKH ,1.84343742813062,1.04454517301143,0.684987754741937,0.772005993113578,0.511939996639074,0.650348235397776,0.666887824481617,0.652379354046856,0.834859700342314,1.00946396507806,0.508317356721713,0.672453827148212,1.19840541972243,0.420914646693292,1.2182784655446,0.800663622206631,0.942645565958675,Rice,34.2268,77.5619
Leh,1.84343742813062,0.955593156507114,0.42843513917121,0.517719211479477,0.413775595532828,0.650348235397776,0.768492441904717,0.585315938496447,0.793076637778198,0.962209012237942,0.457995671816941,0.187067208841696,1.34362322870143,0.506304202774323,1.27257864392301,0.545617654427401,0.827877621161334,Rice,34.1526,77.5771
MANIPUR ,1.84343742813062,0.963926755529981,0.523972775898559,0.316809965785992,0.487495005329902,0.579261735255329,0.744806670764925,0.182041386638177,0.697291024309037,0.573706718827752,0.792712305663684,0.423844937681562,1.24939600481659,0.289595260872651,1.07580207242956,0.499980345780818,1.03100849791164,Millet,24.6637,93.9063
Imphal East,-0.533231070452163,0.530811104953041,0.528990049389006,0.647881022068946,0.616127162329097,0.640692026569824,0.749626416485946,0.462442594791744,0.425570558322963,0.996607849106948,0.922464522768067,0.38930789968469,1.24939600481659,0.428483146686067,1.2182784655446,0.437796609831802,1.10166593502118,Rice,24.7911,93.9348
Bishnupur,1.84343742813062,1.02433726413286,0.261641881795814,0.0477737289226488,0.0680037959922109,0.486128331639367,0.614142060767346,0.251492289097322,0.770790734041251,0.776713681652269,0.436678661379499,0.211576649711171,1.22516069437478,0.0481253051258004,1.2182784655446,0.345558760830704,0.942645565958675,Rice,24.6304,93.7598
MEGHALAYA,1.84343742813062,0.773249640442391,0.414299985718379,0.162160935313269,0.272278632700405,0.522778915014705,0.626315469282228,0.172313702708221,0.74746485699758,0.822185184704161,0.713378069845958,0.182075573352356,1.22516069437478,0.768138768217934,0.681147037548676,0.285091388879185,1.28672123112405,Millet,25.467,91.3662
East Khasi Hills,-0.533231070452163,0.920166653676621,0.601087832986238,0.496948620472523,0.337569290224867,0.713948211699966,0.759140555983282,0.573139223291976,0.770790734041251,0.890255262491896,0.677256418631946,0.103224735141653,1.29172855698064,0.200762036271659,1.15386805048988,0.267987947254148,1.03100849791164,Rice,25.3805,91.7891
West Khasi Hills,1.84343742813062,0.987812823076547,0.67436856397842,0.343810916485033,0.658318026119058,0.650348235397776,0.482250131023675,0.233543341784868,0.723001968106236,1.01571620559112,0.403270191476644,0.311546982077929,1.19840541972243,0.458273716610846,0.978519866060535,0.569975342958891,0.942645565958675,Millet,25.5333,90.2
East Jaintia Hills,1.84343742813062,0.910736019830714,0.538941231802069,0.430549981377637,0.267742602680213,0.589945833899985,0.955498205333946,0.680100219084945,0.814407848013707,1.02788854836132,0.95255959940496,0.533490338544175,1.22516069437478,-0.0858855419528418,0.978519866060535,0.476464504213769,1.10166593502118,Millet,25.5,92.3333
West Jaintia Hills,1.84343742813062,0.799995904010244,0.607994046236173,0.585845502801537,0.508487634415397,0.722514096158544,0.782228197802917,0.462442594791744,0.793076637778198,1.02185649757207,0.343241372817038,0.315820263689161,1.16865811039165,0.0658622753672549,1.35965397497241,0.68080271925222,1.159783431196,Rice,25.567,91.9167
NAGALAND ,1.84343742813062,0.824960235668477,0.419981855142307,0.527873366786068,0.721092609339094,0.27640286098397,0.786731532347819,0.788457669561132,0.74746485699758,0.996607849106948,0.554920984694504,0.311546982077929,1.29172855698064,-0.199360865131666,1.31914887477116,0.139673560236762,1.159783431196,Rice,26,94
Kohima,1.84343742813062,0.987812823076547,0.601087832986238,0.50741260663293,0.56873453053582,0.579261735255329,0.813004132793459,0.0565680191362225,0.814407848013707,0.932021034957806,0.852244341467619,0.622345596299766,1.24939600481659,0.440988586663372,1.31914887477116,0.915149431123271,1.03100849791164,Rice,25.6751,94.1086
Dimapur,1.84343742813062,0.773249640442391,0.434025123772179,0.604139788170116,0.505022205360121,0.705260142679108,0.804385094514745,0.638206002841708,0.74746485699758,0.924051655937822,0.623047063405127,0.489124525341042,1.13531246295751,0.605650397353933,1.31914887477116,-0.103175201378688,1.20864393421573,Rice,25.9045,93.725
Cuttack,1.84343742813062,0.661349553478245,0.59877419419551,0.475527519930005,0.358276319525343,0.859185438856589,0.548775162742051,0.472779650355912,0.641593207588279,0.983254461422157,0.885568427285985,0.302935356896074,1.29172855698064,0.430995031501585,1.15386805048988,0.511559778862033,1.10166593502118,Millet,20.4625,85.8828
Puri,1.84343742813062,0.759130592804157,0.311407800447112,0.877759813868303,0.374494429064291,0.419506306445836,0.914314464324819,0.479604630889913,0.507937576595637,1.01571620559112,0.829067331992859,0.423844937681562,1.16865811039165,0.71955468037102,1.27257864392301,-0.425171580438193,1.03100849791164,Rice,19.8135,85.8312
Khordha,1.96887247064725,1.08754201743858,0.488038935565396,0.704875302668638,0.413775595532828,0.739293177289972,-0.0857210273779843,0.315532127094026,0.579075923396579,0.696058187421759,0.355724057876391,0.408662626186485,1.31037074283489,0.49209869143598,1.07580207242956,0.591689055043548,1.10166593502118,Millet,20.211,85.62
PUDUCHERRY ,1.84343742813062,1.05738935801089,0.445098217603556,0.537879772025413,0.451391172417217,0.898753838991063,0.817263648847168,0.594343695642577,0.873385561059059,1.03964187951585,0.572645266442546,0.482101955492864,1.0042643462222,0.484931657448361,1.27257864392301,0.843480215411016,1.03100849791164,Rice,11.9416,79.8083
Karaikal,1.84343742813062,1.02433726413286,0.730350872118651,0.585845502801537,0.532385970679332,0.687502628151716,0.862071055961147,-0.00238385765614635,0.926035238496763,0.710753833107728,0.232961424587855,0.496092851622315,1.35854181429085,0.309322549235285,1.31914887477116,0.490631967311445,1.03100849791164,Rice,10.912,79.83
Mahe,1.84343742813062,0.920166653676621,0.233803730190863,0.38236558817821,0.643463024844022,0.824163960370124,0.782228197802917,0.427082707070668,0.54472366293947,1.11212674791129,0.247893990455345,0.607087668294013,1.16865811039165,0.234187876793358,0.85269086413595,0.415447271582088,1.03100849791164,Millet,11.7157,75.5406
East SIKKIM ,1.84343742813062,0.445386898302513,0.370441131170236,0.517719211479477,0.840685440753324,0.794641018947266,0.6556022117975,0.493099398199349,0.873385561059059,1.07783804384099,0.72728452093522,0.553261593124636,1.43074031220137,0.0728704133684803,1.07580207242956,0.371964511148613,1.159783431196,Millet,27.2114,88.637
West SIKKIM,-0.533231070452163,0.963926755529981,0.275210941049939,0.639348747477266,0.46600625462332,0.460373480226483,0.490064497149796,0.516235512220752,0.85449906489746,1.13893438936705,0.563844765215673,0.0976792410157615,1.32761311106132,0.475307532059205,1.27257864392301,0.103205265335708,1.28672123112405,Millet,27.349,88.2467
North SIKKIM ,1.84343742813062,1.05738935801089,0.14789761222504,0.806747074691376,0.631410565088804,0.824163960370124,0.782228197802917,0.761234103067909,0.328002261473526,1.03381588785083,0.517916546246622,0.816298432510041,1.19840541972243,0.40048593590631,0.978519866060535,-0.115862081625988,0.827877621161334,Rice,27.6339,88.5974
Nalgonda,1.84343742813062,1.0028827587526,0.69339807898746,0.697009536228746,0.532385970679332,0.852338048735314,0.95879702839488,0.603283857790534,0.770790734041251,0.932021034957806,0.754241632295386,0.416286501876544,1.16865811039165,0.856641915028741,1.07580207242956,0.73932119201202,1.20864393421573,Millet,17.0561,79.2676
Mahbubnagar,1.84343742813062,0.836841522164595,0.556095610172084,0.883884209331365,0.429012557466164,0.892331736444784,0.644076814855747,0.600313416622702,0.271644935069558,1.09296696690299,0.654578168438481,0.66380094110619,1.32761311106132,-0.185525537142984,1.2182784655446,0.502305581856221,1.159783431196,Millet,16.7308,77.9838
Adilabad,-0.533231070452163,0.880875276964015,0.752251309579668,0.639348747477266,0.253986209339282,0.705260142679108,0.850206333904417,0.778646034399223,1.00279948752448,1.01571620559112,0.639005270629358,0.594699946705129,1.22516069437478,0.650369139123086,0.978519866060535,-0.21965763132818,1.20864393421573,Millet,19.6667,78.5333
TRIPURA ,1.84343742813062,1.06977105121735,0.541411917792947,0.343810916485033,0.480388537028876,0.669210149872853,0.699403309484195,0.465901715614696,0.54472366293947,0.776713681652269,0.699168957172124,0.446140170776375,1.32761311106132,-0.0146643177375557,1.2182784655446,0.304703360687293,1.159783431196,Millet,23.9408,91.9882
Dhalai,1.84343742813062,0.980028760075397,0.42843513917121,0.735494405400692,0.402173763052913,0.852338048735314,0.833980411936378,0.441397978558319,0.942393318331377,0.738540429337206,0.478610419032662,0.38538499161899,0.520230551684669,0.666992074179618,1.15386805048988,0.282259930065951,1.10166593502118,Millet,23.5,91.9167
Gomati,1.84343742813062,1.0028827587526,0.442343139662912,0.343810916485033,0.74565205200664,1.00431107095892,0.854189547137891,0.730636576538534,0.74746485699758,0.907554258613412,0.863537758821979,0.728230603233935,1.39785577210088,0.358500875408829,1.27257864392301,0.390076931647174,1.20864393421573,Millet,23.4433,91.8
SPSR NELLORE,-0.533231070452163,-0.654871054229865,-1.3574947715178,-1.5212014050701,-1.39919518931898,-1.06592772963661,-1.39433269210843,-1.32504795284993,-1.25551942958483,-1.166960617325,-0.845440685347881,-1.64828825489156,-0.901960309898636,-1.58490545086009,-0.989096849752476,-1.56806724896068,-0.894305227708336,Millet,14.4336,79.9661
Tirupati,-0.533231070452163,1.05738935801089,-0.223644274409575,0.527873366786068,-0.360356728924428,0.27640286098397,-0.019346086546279,-0.174331527170221,1.11597129185404,-0.0687409130205589,0.508317356721713,-0.12715040301337,0.297717855845681,-0.204020431035788,1.35965397497241,-0.239043444657946,-0.894305227708336,Rice,13.6288,79.4192
Kakinada,-0.533231070452163,-0.654871054229865,-1.58240693624332,-1.23511771434438,-1.65955413307123,-1.37303601065271,-1.11009944389359,-1.66743978801902,-1.25551942958483,-0.709601565148492,-1.4178460765337,-1.64828825489156,-0.901960309898636,-1.72493139925944,-0.00196277702588303,-1.82842447172673,-0.894305227708336,Rice,16.9333,82.2167
EAST GODAVARI,-0.533231070452163,-1.10896291959986,-1.44743806661197,-1.5212014050701,-1.65955413307123,-1.06592772963661,-1.39433269210843,-1.50946394636649,-1.25551942958483,-1.166960617325,-1.14114593758252,-1.64828825489156,-0.901960309898636,-1.72493139925944,-0.989096849752476,-1.71111429748972,-0.894305227708336,Millet,17.1167,81.8667
SRIKAKULAM,-0.533231070452163,1.74199717739356,2.45992293843192,1.20155635299844,2.63293176974999,2.11232300289865,2.16125626097424,2.17035753284589,0.793076637778198,1.68969951537136,2.75622240664243,1.50598227988456,1.22516069437478,2.89442700057901,1.31914887477116,2.82859822934075,-0.894305227708336,Rice,18.2969,83.8964
Bapatla,-0.533231070452163,0.729215572405638,-0.23702452274317,-1.23511771434438,-0.319453016783284,0.546016478034179,0.709824219282877,-1.50946394636649,-1.25551942958483,0.144259808522922,0.767316296984203,-1.49231217534921,-0.0731945399965202,-0.385155484855432,-0.989096849752476,-0.360156931300295,-0.894305227708336,Pulses,15.9,80.47
GUNTUR,1.99940207446473,0.901052766641254,2.01899268736377,2.92250377229522,-0.463030299734301,-0.163703267677629,2.13059947029692,0.783564183936519,0.909108035211065,2.02734887313882,0.436678661379499,-0.565251749834483,1.88853421478213,1.49926517758764,1.15386805048988,2.07856446952699,-0.894305227708336,Rice,16.3067,80.4365
Y.S.R.,-0.533231070452163,-1.10896291959986,-1.2881897722181,-1.5212014050701,-1.50299806972478,-0.879733210958529,-0.938832623603654,-1.66743978801902,-0.76050443917602,-1.166960617325,-0.970558245505294,-1.49231217534921,-0.901960309898636,-1.58490545086009,-0.989096849752476,-1.56806724896068,-0.894305227708336,Millet,14.467,78.8242
Anakapalli,-0.533231070452163,-1.10896291959986,-1.58240693624332,-1.5212014050701,-1.65955413307123,-1.37303601065271,-1.39433269210843,-1.66743978801902,-1.25551942958483,-1.166960617325,-1.4178460765337,-1.64828825489156,-0.901960309898636,-1.83906548405663,-0.989096849752476,-1.71111429748972,-0.894305227708336,Millet,17.6833,82.9333
Palnadu,1.99753892748796,2.01003932004725,2.19746074660177,1.48863034952944,2.71600398414605,2.13652353783693,2.61875890464324,0.339837060304988,0.328002261473526,1.90337960501432,1.1801313348094,2.55856834504471,1.05438000615498,3.0219104353827,0.978519866060535,2.92597657638405,1.48242714990636,Millet,16.45,79.7
VIZIANAGARAM,-0.533231070452163,-1.10896291959986,-1.03288581261927,-0.661629662497564,-1.31946724162737,-1.37303601065271,-0.407601603421,-1.66743978801902,-1.25551942958483,-0.709601565148492,-0.970558245505294,-1.13939505675536,0.297717855845681,-1.41311394563204,-0.989096849752476,-1.32971041203868,-0.894305227708336,Millet,18.1167,83.4167
PRAKASAM,-0.533231070452163,0.445386898302513,-0.685195877886212,0.00454520651760279,-0.931895118386592,-0.638030787521662,0.0574227414710222,-0.909939448683404,-0.76050443917602,0.426745950347925,-0.132053229862561,-1.05559930331017,-0.901960309898636,-0.837718056590053,-0.989096849752476,-1.03549515212442,1.43444137723377,Pulses,15.5,80.05
VISAKHAPATANAM,-0.533231070452163,-0.241780874565913,-1.10029444986247,-0.661629662497564,-1.39919518931898,-0.879733210958529,-0.508685638624676,-1.50946394636649,-0.485562444779912,-0.709601565148492,-0.423141762754843,-1.64828825489156,-0.901960309898636,-1.32161421115767,-0.989096849752476,-1.63089802650996,1.159783431196,Pulses,17.6868,83.2185
KORBA,-0.533231070452163,-1.10896291959986,-1.2881897722181,-1.5212014050701,-1.31946724162737,-1.37303601065271,-1.11009944389359,-1.40506533670536,-1.25551942958483,-1.166960617325,-1.14114593758252,-1.38894238921192,-0.901960309898636,-1.58490545086009,-0.00196277702588303,-1.63089802650996,-0.894305227708336,Rice,22.35,82.7
RAIPUR,1.96887247064725,0.696767215805668,1.1663595112208,-1.23511771434438,1.00774769143291,1.5494116789383,0.672443874756732,1.06229857249238,1.62516746744705,-0.709601565148492,1.62387570973243,0.806335255958981,-0.901960309898636,1.07388905403224,0.427758543125197,1.05977149659356,-0.894305227708336,Rice,21.2514,81.6296
BALOD,-0.533231070452163,0.504258793350064,0.763990971408319,0.672873220103301,0.55238867510029,0.976728847521255,1.33281060989977,-0.166601691080123,-0.153784435716879,1.25635278161689,0.927574290767758,0.332702250493683,-0.901960309898636,0.588180256077325,1.81038887603685,0.4693141524367,0.827877621161334,Rice,20.7,81.4
JASHPUR,-0.533231070452163,-1.10896291959986,-1.44743806661197,-1.5212014050701,-1.65955413307123,-1.06592772963661,-1.39433269210843,-1.50946394636649,-1.25551942958483,-1.166960617325,-1.4178460765337,-1.49231217534921,-0.901960309898636,-1.72493139925944,-0.989096849752476,-1.71111429748972,-0.894305227708336,Millet,22.61,83.9
RAIGARH,-0.533231070452163,-0.654871054229865,-1.06516131600979,-1.5212014050701,-1.10431387009951,-0.879733210958529,-0.717652621780602,-1.20317632285254,-1.25551942958483,-1.166960617325,-0.845440685347881,-1.13939505675536,-0.901960309898636,-1.34990596937276,-0.989096849752476,-1.32971041203868,-0.894305227708336,Millet,22.3,83.4
SARANGARH BILAIGARH,-0.533231070452163,0.376833580925051,0.790844523720957,0.0477737289226488,0.872056955088085,0.546016478034179,-0.938832623603654,0.751142287229237,1.54228052647583,-0.168478175591432,1.1135574694177,0.625367698176449,-0.901960309898636,0.614293441860285,1.73101717043483,0.525303279873351,1.20864393421573,Rice,21.85,82.25
DHAMTARI,-0.533231070452163,1.48862008053855,0.376420992209117,0.244047494102941,0.753704252495078,0.953755565711764,1.1989421495388,0.335834445187791,0.0561977636458934,1.41178950269503,1.09387751687192,-0.104985091979015,-0.901960309898636,0.64197424447817,2.06654661939058,-0.394954387906444,-0.894305227708336,Rice,20.65,81.55
BALODA BAZAR,-0.533231070452163,0.47586893609506,1.28964535183953,0.453411177101756,1.47728395692576,0.133954499427521,1.57197467871994,0.629597654096198,-0.296754612369781,-1.166960617325,0.581326021119808,1.4792375595168,-0.901960309898636,1.19938245827399,0.85269086413595,1.18104179699512,-0.894305227708336,Rice,21.6667,82.2
SURGUJA,1.84343742813062,0.601395701773655,1.31760400781862,-1.23511771434438,1.61282498462682,-1.37303601065271,0.885064988140561,1.33299424301572,0.97354106144642,1.37977321262594,1.66121352703141,0.604006081297172,-0.901960309898636,1.24075494008168,2.12158142414968,-1.20257081354805,-0.894305227708336,Rice,23.3,83
DURG,1.99942033139948,1.70816627378942,-0.857407796753761,1.19755627482175,0.995152558126974,0.687502628151716,1.57424376877238,0.142398427185896,-0.485562444779912,1.70124876353816,0.863537758821979,-0.422129408905735,0.945143539438037,0.997155586731122,0.427758543125197,0.998793693029184,-0.894305227708336,Wheat,21.190449,81.28492
KABIRDHAM,-0.533231070452163,1.47873908735317,0.0377301115389645,-0.206848938578691,0.808312645078689,-1.37303601065271,1.30303579403291,-0.909939448683404,-0.153784435716879,1.11212674791129,1.06535139875861,-0.00320759993238991,-0.901960309898636,0.420914646693292,-0.989096849752476,0.425435498571361,-0.894305227708336,Wheat,22.008951,81.224342
DANTEWADA,1.99550395012577,-0.654871054229865,1.33813331945518,-0.823210083067414,1.33387514082823,1.37464777115892,1.19462017955277,1.02046923016897,1.56351106345887,1.37374766507507,1.46911062887334,0.869394659554053,0.520230551684669,1.24075494008168,-0.00196277702588303,1.2307401211195,-0.894305227708336,Rice,18.900764,81.345177
KANKER,-0.533231070452163,1.7096353142389,0.67436856397842,0.162160935313269,1.30232194918564,1.23672511358112,1.14241970362202,1.20189871994618,-0.76050443917602,1.22179334403047,1.05275584066399,1.19077457117869,-0.901960309898636,1.19938245827399,1.97142278055603,1.00501629170961,-0.894305227708336,Wheat,20.27,81.489998
